ICAO	Latitude	Longitude
HEEM	30.074	31.192
HEGN	27.184	33.798
HEGR	31.069	34.129
HEKB	0.000	0.000
HELX	25.671	32.706
HEMM	31.325	27.222
HENY	0.000	0.000
HEPS	31.279	32.240
HERN	0.000	0.000
HESC	28.685	34.063
HESN	23.964	32.820
HETR	28.209	33.645
HFFF	0.000	0.000
HKAM	0.000	0.000
HKBA	0.000	0.000
HKBR	0.000	0.000
HKBU	0.000	0.000
HKEL	0.404	35.238
HKEM	0.000	0.000
HKES	0.000	0.000
HKFG	0.000	0.000
HKGA	-0.463	39.648
HKGT	0.000	0.000
HKHB	0.000	0.000
HKHO	0.000	0.000
HKIS	0.339	37.591
HKKA	0.000	0.000
HKKE	0.000	0.000
HKKG	0.271	34.787
HKKI	-0.086	34.729
HKKL	0.000	0.000
HKKR	0.000	0.000
HKKS	0.000	0.000
HKKT	0.972	34.958
HKLG	0.000	0.000
HKLK	4.204	34.348
HKLO	3.122	35.609
HKLT	0.000	0.000
HKLU	-2.252	40.913
HKLY	2.763	36.718
HKMA	3.934	41.844
HKMB	2.345	37.999
HKMG	0.000	0.000
HKMI	0.000	0.000
HKMK	0.230	38.170
HKML	-3.229	40.102
HKMO	-4.035	39.594
HKMR	0.000	0.000
HKMT	0.000	0.000
HKMU	0.000	0.000
HKMY	3.470	39.101
HKNA	0.000	0.000
HKNI	-0.369	36.980
HKNK	0.000	0.000
HKNO	0.000	0.000
HKNV	-0.788	36.433
HKNW	-1.322	36.815
HKNY	-0.061	37.039
HKRE	-1.277	36.862
HKSA	0.000	0.000
HKSB	0.000	0.000
HKVO	0.000	0.000
HKWJ	1.733	40.091
HLFL	28.795	22.081
HLGL	28.638	21.438
HLGT	25.146	10.143
HLKF	24.179	23.314
HLLB	32.097	20.269
HLLO	0.000	0.000
HLLQ	32.789	21.964
HLLS	26.987	14.473
HLLT	32.663	13.159
HLMB	30.378	19.576
HLNF	30.500	18.527
HLON	29.110	15.966
HLRA	29.470	17.931
HLRF	0.000	0.000
HLSD	0.000	0.000
HLTD	30.152	9.715
HLZA	28.590	17.294
HRYG	-1.677	29.259
HRYI	0.000	0.000
HRYN	0.000	0.000
HRYO	0.000	0.000
HRYR	-1.969	30.139
HRYU	0.000	0.000
HRZA	-2.462	28.908
HSAK	0.000	0.000
HSAT	0.000	0.000
HSAW	0.000	0.000
HSBR	0.000	0.000
HSBT	0.000	0.000
HSCG	0.000	0.000
HSCN	0.000	0.000
HSDB	0.000	0.000
HSDL	0.000	0.000
HSDM	0.000	0.000
HSDN	19.154	30.430
HSDZ	11.786	34.336
HSFS	13.615	25.325
HSGF	0.000	0.000
HSGG	0.000	0.000
HSGO	0.000	0.000
HSKA	15.386	36.328
HSKG	0.000	0.000
HSKI	0.000	0.000
HSKJ	0.000	0.000
HSKP	0.000	0.000
HSLI	0.000	0.000
HSLR	0.000	0.000
HSMD	0.000	0.000
HSMK	0.000	0.000
HSMR	0.000	0.000
HSNA	0.000	0.000
HSND	0.000	0.000
HSNH	0.000	0.000
HSNL	12.054	24.955
HSNM	0.000	0.000
HSNR	0.000	0.000
HSNW	0.000	0.000
HSOB	13.153	30.232
HSPA	0.000	0.000
HSPI	0.000	0.000
HSRJ	0.000	0.000
HSRN	0.000	0.000
HSSJ	4.872	31.601
HSSM	9.559	31.652
HSSP	19.576	37.216
HSSS	15.589	32.553
HSSW	0.000	0.000
HSTO	0.000	0.000
HSTR	0.000	0.000
HSTU	0.000	0.000
HSWW	7.726	27.979
HSYA	0.000	0.000
HSYE	0.000	0.000
HSYL	0.000	0.000
HSZA	0.000	0.000
HTAR	-3.368	36.633
HTBU	0.000	0.000
HTDA	-6.878	39.203
HTDO	-6.170	35.752
HTFI	0.000	0.000
HTIR	-7.669	35.752
HTKA	0.000	0.000
HTKI	0.000	0.000
HTKJ	-3.429	37.074
HTKO	0.000	0.000
HTKT	0.000	0.000
HTLI	0.000	0.000
HTLM	-3.376	35.818
HTLO	0.000	0.000
HTMA	0.000	0.000
HTMB	0.000	0.000
HTMD	-3.514	33.619
HTMG	0.000	0.000
HTMI	0.000	0.000
HTMK	0.000	0.000
HTMO	0.000	0.000
HTMP	0.000	0.000
HTMR	0.000	0.000
HTMS	-3.363	37.323
HTMT	-10.339	40.182
HTMU	0.000	0.000
HTMW	-2.444	32.932
HTMX	0.000	0.000
HTNA	0.000	0.000
HTNG	-6.717	38.154
HTNJ	0.000	0.000
HTPE	-5.257	39.811
HTSD	0.000	0.000
HTSE	0.000	0.000
HTSH	0.000	0.000
HTSN	0.000	0.000
HTSO	0.000	0.000
HTSU	0.000	0.000
HTSY	0.000	0.000
HTTB	0.000	0.000
HTTG	-5.092	39.071
HTTU	0.000	0.000
HTUR	0.000	0.000
HTWH	0.000	0.000
HTWK	0.000	0.000
HTZA	-6.222	39.225
HUAR	0.000	0.000
HUEN	0.042	32.443
HUFP	0.000	0.000
HUGU	2.806	32.272
HUJI	0.000	0.000
HUKB	0.000	0.000
HUKF	0.000	0.000
HUKS	0.000	0.000
HULA	0.000	0.000
HULI	0.000	0.000
HUMA	0.000	0.000
HUMI	0.000	0.000
HUMO	0.000	0.000
HUNA	0.000	0.000
HUSO	1.728	33.623
HUTO	0.000	0.000
IOAS	0.000	0.000
IOFZ	0.000	0.000
IOHS	0.000	0.000
IOHU	0.000	0.000
IONV	0.000	0.000
IOYQ	0.000	0.000
JAPN	0.000	0.000
KABI	32.411	-99.682
KABQ	0.000	0.000
KACK	41.253	-70.060
KACT	31.611	-97.230
KACY	39.458	-74.577
KADM	34.303	-97.019
KADW	38.811	-76.867
KAEX	31.327	-92.548
KAFB	0.000	0.000
KAGS	33.370	-81.964
KAKR	41.038	-81.467
KALB	42.748	-73.803
KALC	0.000	0.000
KALI	27.741	-98.027
KAMA	35.219	-101.706
KANB	33.588	-85.858
KAND	34.495	-82.709
KAOO	40.296	-78.320
KAPG	39.466	-76.169
KARA	30.038	-91.884
KART	43.992	-76.022
KATL	33.640	-84.427
KAUG	44.321	-69.797
KAUS	30.194	-97.670
KAYE	0.000	0.000
KBAB	39.136	-121.436
KBAD	32.502	-93.663
KBCT	26.378	-80.107
KBDE	48.728	-94.612
KBDL	41.939	-72.683
KBDR	41.163	-73.126
KBED	42.470	-71.289
KBFI	47.530	-122.302
KBFL	35.433	-119.057
KBFM	30.626	-88.068
KBGR	44.807	-68.828
KBGS	0.000	0.000
KBHM	33.563	-86.753
KBIF	31.849	-106.380
KBIX	30.411	-88.924
KBKF	39.702	-104.751
KBLI	48.792	-122.537
KBLV	38.545	-89.835
KBNA	36.124	-86.678
KBOF	0.000	0.000
KBOI	43.564	-116.223
KBOS	42.364	-71.005
KBPT	29.951	-94.021
KBRO	25.907	-97.426
KBSM	0.000	0.000
KBTR	30.533	-91.149
KBTV	44.472	-73.153
KBUF	42.940	-78.732
KBUR	34.201	-118.359
KBWI	39.175	-76.668
KBYH	35.964	-89.943
KBYS	35.280	-116.630
KCAE	33.939	-81.119
KCAR	46.871	-68.018
KCBM	33.644	-88.444
KCDC	37.701	-113.099
KCDS	34.434	-100.288
KCEF	42.198	-72.534
KCEW	30.779	-86.522
KCFD	30.716	-96.331
KCGJ	0.000	0.000
KCHA	35.035	-85.204
KCHD	0.000	0.000
KCHS	32.899	-80.040
KCIC	39.795	-121.858
KCLE	41.412	-81.850
KCLL	30.588	-96.364
KCLT	35.214	-80.943
KCMH	39.998	-82.892
KCNM	32.337	-104.263
KCNW	31.638	-97.074
KCOF	28.235	-80.610
KCOS	38.806	-104.700
KCOT	28.458	-99.220
KCOU	38.818	-92.219
KCPR	42.908	-106.464
KCRP	27.770	-97.501
KCTB	48.608	-112.376
KCUS	0.000	0.000
KCVG	39.046	-84.662
KCVS	34.383	-103.322
KCXL	32.669	-115.513
KCXO	30.352	-95.414
KCYS	41.156	-104.812
KDAL	32.847	-96.852
KDAY	39.902	-84.219
KDCA	38.852	-77.037
KDCG	0.000	0.000
KDDA	0.000	0.000
KDEN	39.858	-104.667
KDET	42.409	-83.010
KDFW	32.896	-97.037
KDHN	31.321	-85.449
KDHT	36.023	-102.547
KDLF	29.359	-100.778
KDLH	46.842	-92.194
KDMA	32.166	-110.883
KDMF	0.000	0.000
KDOV	39.130	-75.466
KDPA	41.908	-88.249
KDRI	30.832	-93.340
KDRO	37.151	-107.754
KDRT	29.373	-100.926
KDSM	41.534	-93.663
KDTW	42.212	-83.353
KDUG	31.469	-109.604
KDYS	32.421	-99.854
KECG	36.261	-76.174
KEDW	34.905	-117.884
KEFD	29.607	-95.159
KEGP	28.700	-100.479
KEKN	38.889	-79.857
KELD	33.221	-92.813
KELP	31.807	-106.378
KEND	36.340	-97.916
KENV	40.719	-114.031
KESF	31.395	-92.296
KEWN	35.073	-77.043
KEWR	40.692	-74.169
KEYW	24.556	-81.759
KFAF	37.133	-76.609
KFAT	36.776	-119.718
KFCS	38.678	-104.756
KFFO	39.826	-84.048
KFHU	31.588	-110.344
KFLL	26.072	-80.153
KFLO	34.185	-79.724
KFLV	39.368	-94.914
KFME	39.085	-76.759
KFMH	41.658	-70.521
KFMN	36.741	-108.230
KFMY	26.586	-81.863
KFOD	42.551	-94.193
KFOE	38.951	-95.664
KFOK	40.844	-72.632
KFRI	39.055	-96.764
KFSI	34.650	-98.402
KFSM	35.336	-94.367
KFTK	37.907	-85.972
KFTW	32.820	-97.362
KFWH	0.000	0.000
KFXE	26.197	-80.171
KFYV	36.005	-94.170
KGAG	36.295	-99.776
KGCK	37.927	-100.724
KGEG	47.620	-117.534
KGFA	0.000	0.000
KGFK	47.949	-97.176
KGGG	32.385	-94.711
KGLS	29.265	-94.860
KGNT	35.165	-107.901
KGNV	29.690	-82.272
KGRB	44.485	-88.129
KGRF	47.079	-122.581
KGRK	31.067	-97.829
KGRR	42.881	-85.523
KGSB	35.339	-77.961
KGTB	44.056	-75.719
KGTF	47.482	-111.371
KGUS	40.648	-86.152
KGVT	33.068	-96.065
KGVW	38.843	-94.561
KGWO	33.494	-90.084
KHAR	0.000	0.000
KHBR	34.991	-99.051
KHFD	41.736	-72.650
KHHR	33.923	-118.335
KHIB	47.386	-92.839
KHIF	41.124	-111.973
KHKY	35.741	-81.389
KHLN	46.607	-111.983
KHLR	31.139	-97.714
KHMN	32.852	-106.106
KHOB	32.688	-103.217
KHON	44.385	-98.228
KHOP	36.668	-87.496
KHOU	29.645	-95.279
KHPN	41.067	-73.707
KHRL	26.228	-97.654
KHRO	36.261	-93.155
KHRT	30.428	-86.689
KHST	25.488	-80.384
KHTB	0.000	0.000
KHTL	44.360	-84.671
KHUA	34.679	-86.685
KHUF	39.451	-87.307
KHUL	46.123	-67.792
KHVR	48.543	-109.762
KHWO	26.001	-80.240
KIAB	37.623	-97.267
KIAD	38.944	-77.456
KIAG	43.107	-78.946
KIAH	29.980	-95.340
KICT	37.650	-97.433
KIKK	41.071	-87.846
KIKR	35.040	-106.609
KILG	39.679	-75.606
KILM	34.271	-77.903
KIND	39.717	-86.294
KINJ	0.000	0.000
KINK	31.779	-103.201
KINL	48.566	-93.403
KINS	36.587	-115.673
KINT	36.134	-80.222
KIPL	32.834	-115.579
KIPT	41.242	-76.921
KISN	48.178	-103.642
KISP	40.795	-73.100
KJAN	32.311	-90.076
KJAX	30.494	-81.688
KJBR	35.832	-90.646
KJFK	40.640	-73.779
KJNT	0.000	0.000
KJYD	0.000	0.000
KLAN	42.779	-84.587
KLAS	36.080	-115.152
KLAX	33.942	-118.408
KLBB	33.664	-101.823
KLCH	30.126	-93.223
KLCK	39.814	-82.928
KLFI	37.083	-76.360
KLFK	31.234	-94.750
KLFT	30.205	-91.987
KLGA	40.777	-73.872
KLGB	33.818	-118.151
KLHW	31.889	-81.562
KLIT	34.729	-92.224
KLIZ	0.000	0.000
KLNA	26.593	-80.085
KLNK	40.851	-96.759
KLOU	38.228	-85.664
KLRD	27.544	-99.461
KLRF	34.918	-92.146
KLSF	32.337	-84.991
KLSV	36.236	-115.034
KLTS	34.667	-99.267
KLUF	33.535	-112.383
KLUK	39.103	-84.419
KMAF	31.942	-102.202
KMCC	38.667	-121.401
KMCF	27.849	-82.521
KMCI	39.297	-94.714
KMCN	32.693	-83.649
KMCO	28.429	-81.316
KMDT	40.193	-76.763
KMDW	41.786	-87.752
KMEM	35.042	-89.977
KMER	37.380	-120.568
KMFE	26.176	-98.239
KMGE	33.915	-84.516
KMHR	38.554	-121.297
KMIA	25.793	-80.291
KMIB	48.416	-101.357
KMIV	39.368	-75.072
KMKE	42.947	-87.896
KMKL	35.600	-88.916
KMKO	35.657	-95.361
KMLB	28.103	-80.645
KMLC	34.882	-95.783
KMLT	45.648	-68.686
KMLU	32.511	-92.037
KMMV	45.194	-123.136
KMNM	45.126	-87.638
KMOB	30.691	-88.243
KMOD	37.626	-120.954
KMOT	48.259	-101.280
KMPV	44.203	-72.562
KMQT	46.534	-87.562
KMSN	43.140	-89.337
KMSP	44.880	-93.217
KMSS	44.936	-74.845
KMSY	29.993	-90.258
KMTC	42.613	-82.832
KMUI	40.435	-76.569
KMUO	43.043	-115.872
KMWH	47.208	-119.320
KMWL	32.781	-98.060
KMXF	32.379	-86.362
KMYR	33.680	-78.928
KNAB	0.000	0.000
KNBC	32.477	-80.723
KNBG	29.825	-90.035
KNBM	0.000	0.000
KNBU	0.000	0.000
KNCA	34.708	-77.439
KNCO	0.000	0.000
KNEA	0.000	0.000
KNEL	40.033	-74.353
KNFF	0.000	0.000
KNFL	39.416	-118.701
KNGU	36.938	-76.289
KNGZ	0.000	0.000
KNHK	38.286	-76.412
KNID	35.688	-117.691
KNIP	30.236	-81.681
KNIR	0.000	0.000
KNJK	32.829	-115.672
KNKT	34.902	-76.881
KNKX	32.868	-117.143
KNLC	36.333	-119.952
KNMH	0.000	0.000
KNMM	32.552	-88.556
KNOW	48.141	-123.414
KNPA	30.353	-87.319
KNQA	35.357	-89.870
KNQI	27.507	-97.810
KNQX	24.576	-81.689
KNRJ	0.000	0.000
KNSE	30.724	-87.022
KNSI	0.000	0.000
KNTD	34.120	-119.121
KNTK	33.706	-117.827
KNTU	36.821	-76.033
KNUQ	37.415	-122.048
KNUW	48.352	-122.656
KNVF	0.000	0.000
KNXP	34.296	-116.162
KNXX	40.200	-75.148
KNYG	38.502	-77.305
KNZC	30.219	-81.876
KNZW	0.000	0.000
KNZY	32.699	-117.215
KOAK	37.721	-122.221
KOAR	0.000	0.000
KOFF	41.118	-95.913
KOGS	44.682	-75.466
KOKC	35.393	-97.601
KOLS	31.418	-110.848
KOMA	41.302	-95.894
KONT	34.056	-117.601
KOPF	25.907	-80.278
KORD	41.979	-87.904
KORF	36.894	-76.201
KORL	28.545	-81.333
KOSC	44.451	-83.394
KPAE	47.906	-122.281
KPAM	30.070	-85.576
KPBF	34.175	-91.934
KPBG	44.651	-73.468
KPBI	26.683	-80.096
KPDX	45.589	-122.597
KPHF	37.132	-76.493
KPHL	39.872	-75.241
KPHN	42.911	-82.529
KPHX	33.434	-112.008
KPIE	27.911	-82.687
KPIT	40.491	-80.233
KPMB	48.942	-97.241
KPMD	34.629	-118.084
KPNC	36.731	-97.100
KPNE	40.082	-75.011
KPNM	45.560	-93.608
KPNS	30.473	-87.187
KPOB	35.171	-79.014
KPOE	31.045	-93.191
KPQI	46.689	-68.045
KPRC	34.654	-112.419
KPSP	33.829	-116.507
KPSX	28.727	-96.251
KPUB	38.289	-104.496
KPVD	41.724	-71.428
KPWM	43.646	-70.309
KRAL	33.952	-117.445
KRBM	34.850	-92.300
KRCA	44.145	-103.103
KRDR	47.961	-97.401
KRDU	35.877	-78.787
KREE	0.000	0.000
KRIC	37.505	-77.319
KRIU	38.489	-121.102
KRIV	33.881	-117.259
KRME	43.234	-75.407
KRND	29.529	-98.279
KRNO	39.498	-119.768
KROC	43.119	-77.672
KROW	33.301	-104.531
KRSW	26.536	-81.755
KSAC	38.513	-121.493
KSAF	35.617	-106.088
KSAN	32.733	-117.189
KSAT	29.534	-98.470
KSAV	32.127	-81.202
KSAW	46.354	-87.396
KSBO	32.608	-82.369
KSBY	38.340	-75.510
KSCI	0.000	0.000
KSCK	37.894	-121.239
KSEA	47.449	-122.309
KSEM	32.344	-86.988
KSES	0.000	0.000
KSFF	47.683	-117.322
KSFO	37.619	-122.375
KSFS	0.000	0.000
KSFZ	41.921	-71.491
KSHV	32.446	-93.826
KSJC	37.362	-121.929
KSJT	31.358	-100.496
KSKA	47.615	-117.656
KSKF	29.384	-98.581
KSKY	41.433	-82.652
KSLC	40.788	-111.978
KSMF	38.695	-121.591
KSNA	33.676	-117.868
KSPB	45.773	-122.862
KSPG	27.765	-82.627
KSPS	33.989	-98.492
KSSC	33.973	-80.473
KSSM	0.000	0.000
KSTL	38.748	-90.360
KSUU	38.263	-121.927
KSUX	42.402	-96.384
KSVN	32.010	-81.146
KSWA	0.000	0.000
KSWF	41.504	-74.105
KSYM	0.000	0.000
KSYR	43.111	-76.106
KSZL	38.730	-93.548
KTBN	37.741	-92.141
KTCC	35.183	-103.603
KTCM	47.138	-122.476
KTCS	33.237	-107.272
KTEB	40.850	-74.061
KTIK	35.415	-97.386
KTLH	30.396	-84.350
KTMB	25.648	-80.433
KTNT	25.862	-80.897
KTNX	37.794	-116.779
KTPA	27.975	-82.533
KTTN	40.277	-74.813
KTUL	36.198	-95.888
KTUS	32.116	-110.941
KTXK	33.454	-93.991
KTYR	32.354	-95.402
KTYS	35.812	-83.993
KUGN	42.422	-87.868
KVAD	30.968	-83.193
KVBG	34.729	-120.577
KVCV	34.593	-117.379
KVPS	30.483	-86.525
KVRB	27.656	-80.418
KWAL	37.940	-75.466
KWRB	32.640	-83.592
KWRI	40.016	-74.594
KWSD	32.341	-106.403
KWWD	39.008	-74.908
KYIP	42.238	-83.530
KYNG	41.261	-80.679
KYUM	32.656	-114.606
KZUN	35.083	-108.792
LATI	41.415	19.721
LBBG	42.569	27.514
LBGO	43.151	25.713
LBPD	42.068	24.851
LBRS	0.000	0.000
LBSF	42.695	23.406
LBSZ	42.377	25.655
LBWN	43.232	27.825
LCCC	0.000	0.000
LCLK	34.875	33.625
LCNC	0.000	0.000
LCPH	34.718	32.486
LCRA	34.590	32.988
LCRO	0.000	0.000
LCRR	0.000	0.000
LDAU	0.000	0.000
LDDD	0.000	0.000
LDDU	42.561	18.268
LDLO	0.000	0.000
LDOB	0.000	0.000
LDOC	45.542	18.636
LDOR	0.000	0.000
LDOS	45.463	18.811
LDPL	44.893	13.922
LDPM	0.000	0.000
LDPV	0.000	0.000
LDRG	45.379	14.504
LDRI	45.217	14.570
LDRO	0.000	0.000
LDSH	0.000	0.000
LDSP	43.539	16.298
LDSS	0.000	0.000
LDUN	0.000	0.000
LDVA	46.295	16.381
LDVC	0.000	0.000
LDZA	45.743	16.069
LDZD	44.108	15.347
LDZL	0.000	0.000
LDZO	0.000	0.000
LDZU	44.557	15.774
LEAB	38.948	-1.863
LEAL	38.282	-0.558
LEAM	36.844	-2.370
LEAO	0.000	0.000
LEAS	43.563	-6.034
LEBA	37.842	-4.849
LEBB	43.301	-2.911
LEBG	42.358	-3.621
LEBL	41.297	2.078
LEBT	0.000	0.000
LEBZ	38.891	-6.821
LECB	0.000	0.000
LECH	0.000	0.000
LECL	0.000	0.000
LECM	0.000	0.000
LECO	43.302	-8.377
LECP	0.000	0.000
LECR	0.000	0.000
LECS	0.000	0.000
LECU	0.000	0.000
LECV	0.000	0.000
LEDM	0.000	0.000
LEEC	0.000	0.000
LEEE	0.000	0.000
LEFA	0.000	0.000
LEGA	37.133	-3.636
LEGE	41.901	2.760
LEGR	37.189	-3.777
LEGT	40.294	-3.724
LEHC	0.000	0.000
LEIB	38.873	1.373
LEIM	0.000	0.000
LEJR	36.744	-6.060
LELC	37.775	-0.812
LELL	0.000	0.000
LELN	42.589	-5.656
LELO	0.000	0.000
LEMD	40.472	-3.561
LEMG	36.674	-4.499
LEMH	39.863	4.219
LEML	0.000	0.000
LEMM	40.417	-3.500
LEMO	37.175	-5.616
LEOC	39.938	-3.503
LEPA	39.550	2.733
LEPM	0.000	0.000
LEPO	0.000	0.000
LEPP	42.770	-1.646
LERI	37.951	-1.230
LERS	41.147	1.167
LERT	36.645	-6.349
LESA	40.952	-5.502
LESB	39.599	2.703
LESD	0.000	0.000
LESJ	39.552	2.739
LESL	39.862	4.258
LESM	0.000	0.000
LESO	43.356	-1.791
LEST	42.896	-8.415
LESU	42.339	1.409
LETO	40.487	-3.458
LEVC	39.489	-0.481
LEVD	41.706	-4.852
LEVS	40.371	-3.785
LEVT	42.883	-2.724
LEVX	42.232	-8.627
LEXJ	43.427	-3.820
LEZG	41.666	-1.041
LEZL	37.418	-5.893
LEZM	0.000	0.000
LFAB	0.000	0.000
LFAC	50.962	1.955
LFAD	0.000	0.000
LFAE	0.000	0.000
LFAF	0.000	0.000
LFAG	49.869	3.028
LFAH	0.000	0.000
LFAI	48.594	3.005
LFAJ	0.000	0.000
LFAK	0.000	0.000
LFAL	0.000	0.000
LFAM	0.000	0.000
LFAN	0.000	0.000
LFAO	48.546	-0.387
LFAP	0.000	0.000
LFAQ	49.971	2.700
LFAR	0.000	0.000
LFAS	0.000	0.000
LFAT	50.515	1.627
LFAU	0.000	0.000
LFAV	50.326	3.461
LFAW	0.000	0.000
LFAX	0.000	0.000
LFAY	49.871	2.386
LFAZ	0.000	0.000
LFBA	44.175	0.591
LFBC	44.533	-1.125
LFBD	44.828	-0.716
LFBE	44.825	0.519
LFBF	43.546	1.367
LFBG	45.658	-0.318
LFBI	46.588	0.307
LFBJ	0.000	0.000
LFBK	46.224	2.363
LFBL	45.863	1.179
LFBM	43.912	-0.507
LFBN	46.311	-0.401
LFBO	43.629	1.364
LFBP	43.380	-0.419
LFBQ	0.000	0.000
LFBR	43.449	1.263
LFBS	0.000	0.000
LFBT	43.179	-0.006
LFBU	45.729	0.221
LFBV	45.151	1.469
LFBX	45.198	0.816
LFBY	0.000	0.000
LFBZ	43.468	-1.523
LFCA	0.000	0.000
LFCB	0.000	0.000
LFCC	44.351	1.475
LFCD	0.000	0.000
LFCE	0.000	0.000
LFCF	0.000	0.000
LFCG	43.008	1.103
LFCH	44.596	-1.111
LFCI	43.914	2.113
LFCJ	0.000	0.000
LFCK	43.556	2.289
LFCL	43.586	1.499
LFCM	43.990	3.183
LFCN	0.000	0.000
LFCO	0.000	0.000
LFCP	0.000	0.000
LFCQ	0.000	0.000
LFCR	44.408	2.482
LFCS	0.000	0.000
LFCT	0.000	0.000
LFCU	45.535	2.424
LFCV	0.000	0.000
LFCW	44.397	0.759
LFCX	0.000	0.000
LFCY	45.628	-0.973
LFCZ	44.146	-1.174
LFDA	43.709	-0.245
LFDB	44.026	1.378
LFDC	0.000	0.000
LFDE	0.000	0.000
LFDF	0.000	0.000
LFDG	0.000	0.000
LFDH	43.688	0.602
LFDI	44.982	-0.135
LFDJ	43.091	1.696
LFDK	0.000	0.000
LFDL	0.000	0.000
LFDM	44.499	0.200
LFDN	45.888	-0.983
LFDO	0.000	0.000
LFDP	0.000	0.000
LFDQ	0.000	0.000
LFDR	0.000	0.000
LFDS	0.000	0.000
LFDT	0.000	0.000
LFDU	0.000	0.000
LFDV	0.000	0.000
LFDW	0.000	0.000
LFDX	0.000	0.000
LFDY	0.000	0.000
LFDZ	0.000	0.000
LFEA	0.000	0.000
LFEB	0.000	0.000
LFEC	48.463	-5.064
LFED	48.058	-2.922
LFEF	0.000	0.000
LFEG	0.000	0.000
LFEH	0.000	0.000
LFEI	0.000	0.000
LFEJ	0.000	0.000
LFEK	0.000	0.000
LFEL	0.000	0.000
LFEM	0.000	0.000
LFEN	0.000	0.000
LFEO	0.000	0.000
LFEP	0.000	0.000
LFEQ	0.000	0.000
LFER	0.000	0.000
LFES	48.052	-3.664
LFET	0.000	0.000
LFEU	0.000	0.000
LFEV	0.000	0.000
LFEW	0.000	0.000
LFEX	0.000	0.000
LFEY	46.719	-2.391
LFEZ	0.000	0.000
LFFB	0.000	0.000
LFFC	0.000	0.000
LFFD	0.000	0.000
LFFE	0.000	0.000
LFFG	0.000	0.000
LFFH	0.000	0.000
LFFI	47.408	-1.177
LFFJ	0.000	0.000
LFFK	0.000	0.000
LFFL	0.000	0.000
LFFM	0.000	0.000
LFFN	48.430	4.481
LFFP	0.000	0.000
LFFQ	0.000	0.000
LFFR	0.000	0.000
LFFS	0.000	0.000
LFFT	0.000	0.000
LFFU	0.000	0.000
LFFV	0.000	0.000
LFFW	0.000	0.000
LFFX	0.000	0.000
LFFY	0.000	0.000
LFFZ	0.000	0.000
LFGA	48.110	7.359
LFGC	0.000	0.000
LFGD	0.000	0.000
LFGE	0.000	0.000
LFGF	47.006	4.893
LFGH	0.000	0.000
LFGI	0.000	0.000
LFGJ	47.039	5.427
LFGK	47.992	3.392
LFGL	0.000	0.000
LFGM	0.000	0.000
LFGN	0.000	0.000
LFGO	0.000	0.000
LFGP	0.000	0.000
LFGQ	0.000	0.000
LFGR	0.000	0.000
LFGS	0.000	0.000
LFGT	0.000	0.000
LFGU	0.000	0.000
LFGV	0.000	0.000
LFGW	49.122	5.469
LFGX	0.000	0.000
LFGY	0.000	0.000
LFGZ	0.000	0.000
LFHA	0.000	0.000
LFHB	0.000	0.000
LFHC	0.000	0.000
LFHD	0.000	0.000
LFHE	0.000	0.000
LFHF	0.000	0.000
LFHG	0.000	0.000
LFHH	0.000	0.000
LFHI	0.000	0.000
LFHJ	0.000	0.000
LFHK	0.000	0.000
LFHL	0.000	0.000
LFHM	0.000	0.000
LFHN	0.000	0.000
LFHO	44.544	4.372
LFHP	45.079	3.765
LFHQ	45.076	2.994
LFHR	0.000	0.000
LFHS	46.201	5.292
LFHT	0.000	0.000
LFHU	0.000	0.000
LFHV	45.916	4.641
LFHW	0.000	0.000
LFHX	0.000	0.000
LFHY	46.534	3.424
LFHZ	0.000	0.000
LFIB	0.000	0.000
LFIC	0.000	0.000
LFIE	0.000	0.000
LFIF	0.000	0.000
LFIG	44.177	2.515
LFIJ	0.000	0.000
LFIK	0.000	0.000
LFIL	0.000	0.000
LFIM	0.000	0.000
LFIN	0.000	0.000
LFIO	43.569	1.481
LFIP	0.000	0.000
LFIR	0.000	0.000
LFIT	0.000	0.000
LFIV	0.000	0.000
LFIX	0.000	0.000
LFIY	0.000	0.000
LFJG	0.000	0.000
LFJL	48.982	6.254
LFJM	0.000	0.000
LFJS	0.000	0.000
LFKA	0.000	0.000
LFKB	42.554	9.483
LFKC	42.531	8.793
LFKD	0.000	0.000
LFKE	0.000	0.000
LFKF	41.501	9.098
LFKG	0.000	0.000
LFKH	0.000	0.000
LFKJ	41.924	8.803
LFKL	0.000	0.000
LFKM	0.000	0.000
LFKO	41.663	8.890
LFKP	0.000	0.000
LFKS	41.924	9.406
LFKT	42.294	9.193
LFKX	0.000	0.000
LFKY	0.000	0.000
LFKZ	0.000	0.000
LFLA	47.850	3.497
LFLB	45.638	5.880
LFLC	45.786	3.169
LFLD	47.058	2.370
LFLE	45.561	5.976
LFLG	0.000	0.000
LFLH	46.826	4.817
LFLI	46.192	6.268
LFLJ	0.000	0.000
LFLK	0.000	0.000
LFLL	45.726	5.091
LFLM	46.295	4.796
LFLN	46.413	4.013
LFLO	46.058	4.001
LFLP	45.929	6.099
LFLQ	0.000	0.000
LFLR	0.000	0.000
LFLS	45.363	5.329
LFLT	46.352	2.570
LFLU	44.921	4.970
LFLV	46.169	3.404
LFLW	44.891	2.422
LFLX	46.862	1.731
LFLY	45.728	4.945
LFLZ	0.000	0.000
LFMA	43.505	5.368
LFMC	43.384	6.387
LFMD	43.542	6.953
LFME	0.000	0.000
LFMF	0.000	0.000
LFMG	0.000	0.000
LFMH	45.540	4.296
LFMI	43.523	4.924
LFMK	43.216	2.306
